,Marital status,Course,Daytime/evening attendance,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Gender,Scholarship holder,Age at enrollment,Target
951,2,17,0,1,22,27,10,10,1,0,45,Dropout
952,1,4,1,1,1,14,5,9,1,0,20,Graduate
953,1,12,1,1,13,1,2,11,0,0,19,Dropout
954,1,7,1,1,3,1,3,10,1,0,26,Dropout
955,1,14,1,1,1,1,5,12,1,0,19,Dropout
956,1,15,1,1,13,27,10,10,1,1,19,Graduate
957,1,15,1,1,23,1,10,5,1,0,19,Graduate
958,1,9,1,1,1,14,6,6,1,1,19,Graduate
959,1,14,1,1,11,9,1,1,1,0,19,Dropout
960,1,14,1,1,19,24,1,1,1,0,28,Dropout
961,1,9,1,1,22,27,10,10,1,0,24,Graduate
962,1,8,1,1,3,1,3,5,1,0,18,Graduate
963,1,7,1,1,23,28,6,6,1,0,18,Enrolled
964,1,15,1,1,1,3,4,8,1,1,18,Graduate
965,1,4,1,1,4,1,3,9,1,0,21,Graduate
966,2,17,0,1,13,27,10,6,1,0,28,Dropout
967,1,4,1,1,22,14,10,11,1,0,58,Dropout
968,2,17,0,1,19,24,1,1,1,0,49,Dropout
969,1,7,1,1,1,28,4,6,1,0,24,Enrolled
970,1,14,1,1,19,24,1,1,1,0,25,Graduate
971,4,9,1,1,22,28,8,4,1,0,33,Dropout
972,2,7,1,1,22,27,8,8,1,0,33,Dropout
973,2,16,1,1,22,27,8,8,1,0,40,Graduate
974,2,17,0,1,22,14,10,4,1,0,48,Graduate
975,1,7,1,1,1,14,10,4,1,0,18,Enrolled
976,1,12,1,1,23,28,10,9,1,0,24,Graduate
977,2,6,1,1,13,14,30,29,1,1,23,Graduate
978,1,17,0,1,13,27,8,6,1,0,39,Dropout
979,1,4,1,1,1,28,10,7,1,0,21,Graduate
980,1,7,1,1,20,25,7,7,1,0,34,Dropout
981,2,17,0,1,13,14,5,5,1,1,41,Enrolled
982,1,15,1,1,1,28,5,6,1,0,18,Graduate
983,2,17,0,1,23,28,10,4,1,0,34,Enrolled
984,1,9,1,1,1,1,3,11,1,0,19,Dropout
985,1,12,1,1,13,14,4,4,1,0,19,Graduate
986,1,4,1,1,1,1,5,7,1,0,28,Graduate
987,1,5,1,1,1,1,6,1,1,0,18,Dropout
988,1,10,1,1,2,2,4,5,1,0,19,Dropout
989,1,6,1,1,13,28,10,2,1,0,19,Dropout
990,1,12,1,1,1,3,10,3,0,0,18,Graduate
991,1,8,1,1,3,3,3,3,0,0,18,Graduate
992,1,15,1,1,1,3,4,4,0,0,18,Dropout
993,1,10,1,1,3,14,5,10,0,0,19,Graduate
994,2,10,1,1,22,27,29,43,0,0,31,Graduate
995,1,3,0,1,22,27,10,9,0,1,33,Graduate
996,1,12,1,1,3,1,19,26,0,1,20,Enrolled
997,1,6,1,3,13,1,7,5,0,0,22,Enrolled
998,1,11,1,1,1,14,4,4,0,0,19,Graduate
999,1,5,1,1,19,24,1,1,0,0,18,Dropout
1000,1,5,1,1,23,1,6,6,0,0,18,Dropout
1001,1,14,1,1,13,28,10,10,0,0,18,Dropout
1002,1,2,1,1,3,4,3,6,0,0,18,Graduate
1003,1,9,1,1,13,14,8,8,0,1,19,Graduate
1004,1,10,1,1,1,3,4,5,0,0,18,Dropout
1005,1,6,1,1,3,14,6,6,0,0,18,Graduate
1006,1,12,1,1,22,27,10,7,0,1,18,Graduate
1007,1,10,1,1,22,27,10,11,0,0,21,Graduate
1008,1,12,1,1,13,27,6,6,0,1,18,Graduate
1009,1,14,1,1,1,28,4,4,0,0,18,Graduate
1010,1,12,1,1,13,14,10,11,0,0,18,Graduate
1011,1,12,1,1,13,1,5,4,0,0,20,Graduate
1012,1,9,1,1,1,28,5,6,0,1,18,Graduate
1013,1,15,1,1,13,1,5,6,0,0,18,Dropout
1014,1,9,1,1,22,28,29,28,0,1,20,Graduate
1015,1,11,1,1,13,14,10,9,0,0,20,Graduate
1016,1,9,1,1,22,1,10,10,0,1,19,Dropout
1017,1,5,1,1,3,1,4,6,0,1,19,Graduate
1018,1,14,1,1,13,27,10,13,0,1,18,Dropout
1019,1,15,1,1,1,1,5,10,0,1,19,Graduate
1020,1,12,1,1,1,28,5,8,0,1,20,Graduate
1021,1,9,1,1,13,1,5,10,0,0,21,Graduate
1022,1,12,1,1,26,3,3,3,0,0,21,Graduate
1023,1,5,1,1,23,28,10,10,0,0,20,Graduate
1024,1,16,1,1,23,28,29,36,0,0,19,Graduate
1025,1,6,1,1,1,14,5,12,0,0,21,Dropout
1026,1,6,1,1,18,14,5,12,0,0,18,Graduate
1027,1,11,1,1,13,27,10,10,0,1,19,Graduate
1028,1,12,1,1,13,14,10,5,0,0,18,Graduate
1029,1,12,1,1,1,1,10,10,0,1,19,Graduate
1030,1,9,1,1,1,14,5,4,0,1,18,Graduate
1031,1,16,1,1,13,27,6,8,0,1,18,Enrolled
1032,1,15,1,1,22,27,9,9,0,0,18,Graduate
1033,1,6,1,1,1,27,10,10,0,1,18,Graduate
1034,1,5,1,1,23,14,8,8,0,0,18,Dropout
1035,1,5,1,1,1,28,10,8,0,1,18,Enrolled
1036,1,10,1,1,1,28,10,8,0,0,18,Dropout
1037,1,10,1,1,1,3,5,3,0,0,18,Graduate
1038,1,6,1,1,1,28,5,10,0,1,20,Graduate
1039,1,16,1,1,3,1,3,6,0,0,18,Enrolled
1040,1,5,1,1,1,14,5,6,0,0,18,Graduate
1041,1,12,1,1,22,27,10,8,0,1,20,Graduate
1042,4,14,1,1,22,27,10,7,0,0,40,Graduate
1043,1,12,1,1,23,28,10,10,0,1,18,Graduate
1044,1,11,1,1,13,14,5,8,0,0,19,Graduate
1045,1,17,0,1,1,14,5,10,0,0,24,Dropout
1046,1,15,1,1,3,28,3,11,0,0,19,Dropout
1047,1,12,1,1,2,1,5,5,0,0,19,Graduate
1048,1,12,1,1,1,14,10,7,0,1,20,Graduate
1049,1,12,1,1,23,28,6,6,0,0,18,Graduate
1050,1,2,1,1,1,28,5,9,0,1,18,Graduate
1051,1,12,1,1,13,27,5,8,0,0,19,Graduate
1052,1,12,1,1,3,3,5,6,0,0,18,Dropout
1053,1,6,1,1,3,3,3,3,0,0,19,Graduate
1054,1,12,1,1,22,27,10,8,0,1,19,Graduate
1055,1,12,1,1,13,14,6,8,0,1,19,Graduate
1056,1,12,1,1,1,27,5,5,0,1,19,Dropout
1057,1,12,1,1,1,28,2,8,0,0,19,Graduate
1058,1,14,1,1,1,14,2,6,0,0,25,Dropout
1059,1,12,1,1,13,14,5,11,0,0,20,Graduate
1060,1,10,1,1,1,14,6,6,0,0,23,Dropout
1061,1,5,1,1,13,14,8,8,0,0,20,Dropout
1062,1,3,0,1,22,9,10,11,0,0,27,Graduate
1063,1,12,1,1,13,1,5,5,0,0,18,Graduate
1064,1,16,1,1,13,1,6,11,0,0,18,Enrolled
1065,1,3,0,1,13,1,6,11,0,0,23,Dropout
1066,1,12,1,1,23,27,6,7,0,1,19,Graduate
1067,1,9,1,1,22,28,4,4,0,0,18,Graduate
1068,1,12,1,1,1,14,10,9,0,0,20,Graduate
1069,1,14,1,1,13,14,10,10,0,0,18,Graduate
1070,1,12,1,1,1,1,5,5,0,1,19,Graduate
1071,1,10,1,1,13,14,9,9,0,1,19,Graduate
1072,1,16,1,1,23,27,6,6,0,0,19,Enrolled
1073,1,6,1,1,3,3,2,12,0,0,18,Graduate
1074,1,10,1,1,22,27,10,6,0,0,18,Graduate
1075,1,15,1,1,13,14,5,8,0,0,18,Graduate
1076,1,16,1,1,13,28,10,10,0,0,28,Dropout
1077,1,11,1,1,22,27,6,10,0,0,19,Dropout
1078,1,2,1,1,3,1,3,4,0,0,20,Dropout
1079,1,12,1,1,1,27,5,10,0,1,19,Graduate
1080,1,5,1,1,1,14,5,1,0,1,20,Graduate
1081,1,11,1,1,13,14,10,10,0,1,19,Graduate
1082,1,5,1,1,5,1,3,11,0,0,21,Enrolled
1083,1,16,1,1,1,14,10,5,0,1,19,Graduate
1084,1,5,1,1,13,1,10,4,0,1,18,Graduate
1085,1,8,1,1,3,1,3,2,0,0,19,Dropout
1086,1,14,1,1,10,28,10,6,0,1,19,Graduate
1087,1,15,1,1,23,14,18,16,0,0,20,Graduate
1088,1,16,1,1,1,1,5,1,0,0,18,Enrolled
1089,1,2,1,1,13,14,6,8,0,0,18,Enrolled
1090,1,8,1,1,1,1,5,6,0,0,18,Graduate
1091,1,15,1,1,13,14,6,9,0,0,18,Dropout
1092,1,10,1,1,22,28,1,8,0,0,18,Graduate
1093,1,15,1,1,13,14,5,5,0,0,20,Dropout
1094,1,12,1,1,13,1,10,10,0,1,19,Graduate
1095,1,16,1,1,22,27,10,10,0,0,21,Dropout
1096,1,14,1,1,10,3,6,9,0,0,20,Dropout
1097,1,11,1,1,22,28,10,10,0,0,18,Graduate
1098,1,15,1,1,1,4,6,4,0,1,20,Graduate
1099,1,12,1,1,13,27,2,10,0,1,19,Graduate
1100,1,6,1,1,13,14,10,10,0,0,22,Dropout
1101,1,8,1,1,13,14,10,10,0,0,22,Dropout
1102,1,16,1,1,23,28,8,6,0,0,18,Enrolled
1103,1,9,1,1,3,14,10,10,0,0,21,Enrolled
1104,1,10,1,1,13,14,1,6,0,0,19,Graduate
1105,1,2,1,1,22,28,10,10,0,0,19,Dropout
1106,1,12,1,1,19,24,1,1,0,1,20,Dropout
1107,1,12,1,1,23,14,9,9,0,1,18,Graduate
1108,1,17,0,1,13,27,6,10,0,0,22,Dropout
1109,1,6,1,1,13,26,12,8,0,0,20,Graduate
1110,1,4,1,1,23,28,7,7,0,0,19,Graduate
1111,1,12,1,1,1,14,7,8,0,1,19,Graduate
1112,1,12,1,1,23,14,10,8,0,1,20,Enrolled
1113,1,17,0,1,23,28,4,4,0,0,25,Enrolled
1114,1,12,1,1,13,14,10,8,0,1,19,Graduate
1115,1,12,1,1,23,27,10,8,0,0,19,Graduate
1116,1,5,1,1,3,28,2,10,0,0,19,Dropout
1117,1,12,1,1,23,14,10,6,0,0,20,Graduate
1118,1,13,1,1,22,27,10,10,0,0,25,Enrolled
1119,1,12,1,1,13,28,6,10,0,1,20,Graduate
1120,1,10,1,1,23,14,10,10,0,0,24,Enrolled
1121,1,14,1,1,1,1,6,6,0,0,20,Graduate
1122,1,12,1,1,1,14,5,9,0,0,21,Graduate
1123,1,4,1,1,22,28,10,10,0,1,19,Graduate
1124,1,15,1,1,23,27,10,10,0,1,19,Graduate
1125,1,14,1,1,22,28,10,10,0,1,21,Graduate
1126,1,12,1,1,3,27,3,11,0,0,28,Graduate
1127,1,10,1,1,22,28,10,10,0,1,19,Graduate
1128,1,9,1,1,22,27,10,7,0,1,18,Graduate
1129,5,12,1,1,22,28,6,9,0,1,18,Graduate
1130,1,12,1,1,13,27,8,8,0,1,18,Graduate
1131,1,12,1,1,1,2,10,4,0,0,22,Graduate
1132,1,9,1,1,22,27,32,36,0,0,19,Enrolled
1133,1,12,1,1,13,1,10,6,0,1,18,Graduate
1134,1,11,1,1,22,27,6,7,0,0,20,Dropout
1135,1,2,1,1,22,27,6,7,0,0,26,Dropout
1136,1,5,1,1,22,28,10,10,0,1,18,Graduate
1137,1,11,1,1,1,28,5,10,0,1,21,Dropout
1138,1,12,1,1,23,27,4,4,0,0,18,Graduate
1139,1,6,1,1,13,14,5,7,0,0,20,Graduate
1140,1,12,1,1,23,14,6,7,0,0,18,Graduate
1141,1,9,1,1,13,28,8,10,0,1,19,Enrolled
1142,1,14,1,1,1,1,3,3,0,0,20,Dropout
1143,1,16,1,1,13,14,10,6,0,1,18,Graduate
1144,1,9,1,1,22,27,10,10,0,1,20,Enrolled
1145,1,3,0,1,13,9,1,1,0,0,22,Graduate
1146,1,2,1,1,13,28,5,6,0,0,18,Enrolled
1147,1,17,0,1,13,28,6,8,0,0,21,Graduate
1148,1,16,1,1,1,1,10,1,0,0,18,Enrolled
1149,1,12,1,1,13,14,5,5,0,0,18,Graduate
1150,1,5,1,1,10,14,5,6,0,1,18,Graduate
1151,1,2,1,1,22,27,10,2,0,0,19,Dropout
1152,1,9,1,1,1,14,4,6,0,0,19,Enrolled
1153,1,12,1,1,23,1,10,5,0,0,19,Enrolled
1154,1,12,1,1,1,27,8,8,0,0,19,Graduate
1155,1,9,1,1,1,2,11,11,0,0,19,Enrolled
1156,1,11,1,1,23,27,10,8,0,0,19,Dropout
1157,1,11,1,1,23,27,10,8,0,1,21,Graduate
1158,1,15,1,14,1,27,10,8,0,1,20,Graduate
1159,1,9,1,1,13,14,4,10,0,1,20,Graduate
1160,1,17,0,1,22,27,10,10,0,0,41,Graduate
1161,4,12,1,1,22,27,4,4,0,0,32,Enrolled
1162,1,12,1,1,23,1,10,6,0,0,18,Graduate
1163,4,3,0,1,22,27,4,5,0,1,35,Graduate
1164,1,12,1,1,22,27,10,10,0,0,32,Dropout
1165,1,3,0,1,13,27,6,10,0,0,37,Graduate
1166,2,9,1,1,3,27,10,10,0,0,30,Dropout
1167,1,15,1,1,13,14,1,1,1,0,23,Graduate
1168,1,15,1,1,3,1,3,8,0,1,20,Dropout
1169,1,14,1,1,13,27,6,8,1,0,21,Graduate
1170,1,9,1,1,23,14,6,8,1,0,19,Graduate
1171,1,12,1,1,1,14,5,4,1,1,18,Graduate
1172,1,7,1,1,19,24,1,1,1,0,18,Dropout
1173,1,17,0,1,1,1,5,11,1,0,24,Enrolled
1174,1,14,1,1,1,27,10,10,1,0,22,Graduate
1175,1,11,1,1,13,1,6,6,1,0,18,Dropout
1176,1,10,1,1,22,27,6,7,0,0,18,Graduate
1177,1,5,1,17,2,1,10,2,1,0,21,Graduate
1178,4,12,1,1,22,27,10,10,0,0,38,Dropout
1179,1,13,1,1,23,27,10,10,0,1,19,Graduate
1180,6,12,1,1,22,27,10,10,0,0,36,Dropout
1181,1,6,1,1,1,1,10,10,0,0,18,Graduate
1182,1,12,1,1,13,14,6,6,0,0,19,Graduate
1183,1,6,1,1,13,28,10,10,0,0,21,Dropout
1184,1,12,1,1,13,28,30,43,0,0,19,Enrolled
1185,1,10,1,1,13,14,10,10,0,1,18,Graduate
1186,2,12,1,1,22,14,10,8,0,0,45,Enrolled
1187,1,9,1,1,22,27,10,8,0,0,20,Dropout
1188,1,11,1,1,13,1,6,8,0,0,18,Graduate
1189,1,14,1,1,1,14,5,5,0,1,18,Graduate
1190,1,8,1,1,19,24,1,1,0,0,25,Dropout
1191,1,12,1,1,1,1,5,5,0,0,19,Graduate
1192,1,2,1,1,13,14,8,8,0,1,18,Graduate
1193,1,11,1,1,1,1,4,7,0,0,39,Graduate
1194,2,4,1,1,23,27,10,10,0,0,29,Graduate
1195,1,16,1,1,13,14,5,8,0,0,18,Enrolled
1196,1,5,1,1,22,2,10,4,0,0,23,Dropout
1197,1,16,1,1,1,27,6,6,0,0,21,Dropout
1198,1,10,1,1,1,14,5,5,0,0,18,Graduate
1199,1,6,1,1,1,14,6,6,0,0,23,Graduate
1200,1,8,1,1,1,14,5,5,0,0,18,Graduate
1201,2,3,0,1,22,27,5,9,0,0,32,Graduate
1202,2,9,1,1,13,27,10,8,0,0,29,Dropout
1203,1,10,1,1,1,28,32,35,0,1,20,Graduate
1204,1,10,1,1,19,24,1,1,0,0,28,Dropout
1205,1,9,1,1,23,28,2,10,0,0,27,Graduate
1206,1,12,1,1,22,24,12,1,0,0,22,Graduate
1207,2,4,1,1,13,27,10,11,0,0,37,Enrolled
1208,1,3,0,1,22,28,1,6,0,0,28,Dropout
1209,2,4,1,1,22,27,10,10,0,0,43,Dropout
1210,1,13,1,1,22,27,10,10,0,0,32,Dropout
1211,1,10,1,1,1,1,10,10,0,1,20,Enrolled
1212,4,12,1,1,23,1,10,5,0,1,35,Graduate
1213,1,14,1,1,22,27,1,1,0,0,21,Graduate
1214,1,12,1,1,13,14,8,10,0,1,18,Enrolled
1215,1,12,1,1,3,28,4,8,0,1,18,Graduate
1216,1,10,1,1,13,14,6,9,0,0,18,Graduate
1217,1,3,0,1,13,27,8,7,0,0,22,Graduate
1218,1,12,1,1,1,1,5,11,0,0,19,Graduate
1219,1,9,1,1,13,28,10,8,0,1,18,Graduate
1220,1,2,1,1,24,1,4,5,0,0,19,Dropout
1221,1,12,1,1,13,1,10,6,0,1,18,Graduate
1222,2,17,0,1,13,29,6,4,0,0,31,Dropout
1223,2,3,0,1,1,14,2,6,0,1,33,Graduate
1224,1,12,1,1,13,28,8,8,0,1,19,Graduate
1225,1,10,1,1,23,28,8,8,0,1,18,Graduate
1226,1,9,1,1,7,14,5,4,0,0,23,Graduate
1227,1,10,1,1,23,28,6,8,0,0,20,Graduate
1228,1,12,1,1,23,28,5,9,0,0,18,Graduate
1229,1,6,1,1,1,1,5,4,0,0,21,Enrolled
1230,1,10,1,1,13,28,6,7,0,1,22,Graduate
1231,1,10,1,1,1,14,5,5,0,0,20,Graduate
1232,1,12,1,1,13,28,5,11,0,0,23,Graduate
1233,1,15,1,1,3,1,5,6,0,0,19,Graduate
1234,1,12,1,1,1,27,2,2,0,0,19,Graduate
1235,1,17,0,1,13,28,8,5,0,0,26,Dropout
1236,1,12,1,1,1,27,5,4,0,0,18,Graduate
1237,1,7,1,1,1,27,8,8,1,0,18,Dropout
1238,1,4,1,1,23,27,10,10,1,0,20,Graduate
1239,1,14,1,1,3,1,5,5,1,0,19,Dropout
1240,1,17,0,1,22,27,10,10,1,0,32,Dropout
1241,2,8,1,1,13,14,5,5,1,0,31,Dropout
1242,1,7,1,1,1,14,5,6,1,0,25,Enrolled
1243,1,6,1,1,13,3,10,2,0,0,21,Graduate
1244,2,17,0,1,22,27,5,10,0,0,31,Dropout
1245,2,16,1,1,22,27,6,6,0,0,34,Dropout
1246,1,10,1,1,13,14,10,10,0,1,18,Graduate
1247,1,10,1,1,13,14,10,10,0,0,19,Dropout
1248,1,14,1,1,13,27,4,7,0,0,21,Enrolled
1249,1,16,1,1,23,27,6,4,0,0,18,Dropout
1250,1,11,1,1,13,29,5,9,0,0,20,Graduate
1251,1,15,1,1,23,27,10,6,0,0,20,Graduate
1252,1,14,1,1,23,28,8,9,0,1,18,Graduate
1253,1,10,1,1,23,28,8,9,0,0,19,Graduate
1254,1,6,1,1,13,14,6,2,0,0,19,Enrolled
1255,4,8,1,1,3,1,6,6,0,1,30,Dropout
1256,1,10,1,1,13,28,6,6,0,0,19,Graduate
1257,1,13,1,1,23,27,8,8,0,0,19,Graduate
1258,1,12,1,1,1,27,5,8,0,1,19,Graduate
1259,1,6,1,1,13,28,10,10,0,0,19,Graduate
1260,1,10,1,1,1,1,4,4,0,0,20,Graduate
1261,1,7,1,1,13,27,10,4,1,0,25,Dropout
1262,1,15,1,1,13,14,10,10,1,0,19,Dropout
1263,2,16,1,1,22,14,8,4,0,1,34,Graduate
1264,1,12,1,1,23,27,10,6,0,1,18,Graduate
1265,1,12,1,1,1,1,5,6,0,1,18,Graduate
1266,1,14,1,1,23,28,10,11,0,0,20,Graduate
1267,1,12,1,1,13,27,10,8,0,1,20,Graduate
1268,1,17,0,1,23,28,29,44,0,0,23,Enrolled
1269,1,14,1,1,22,27,7,7,0,0,28,Dropout
1270,1,15,1,1,22,14,10,11,0,0,18,Enrolled
1271,1,9,1,1,13,28,10,10,0,0,19,Graduate
1272,2,9,1,1,23,27,10,9,0,0,34,Dropout
1273,2,16,1,1,22,27,8,9,0,0,35,Dropout
1274,1,17,0,1,22,27,10,8,0,0,32,Graduate
1275,1,11,1,1,13,14,5,8,0,0,19,Graduate
1276,1,14,1,1,1,14,10,8,0,0,18,Graduate
1277,2,9,1,1,22,27,10,10,0,0,35,Dropout
1278,1,3,0,1,1,10,5,6,1,1,24,Enrolled
1279,1,10,1,1,13,27,10,10,0,1,20,Graduate
1280,1,15,1,4,13,14,5,10,1,1,18,Graduate
1281,1,12,1,1,23,14,8,10,1,1,20,Graduate
1282,1,11,1,1,1,14,5,8,1,0,18,Dropout
1283,1,7,1,1,13,14,5,5,1,1,18,Graduate
1284,1,14,1,1,13,27,6,8,1,1,20,Graduate
1285,1,16,1,1,13,28,4,4,1,0,19,Dropout
1286,1,5,1,1,1,1,5,10,1,1,20,Enrolled
1287,1,10,1,1,13,1,10,10,1,0,19,Graduate
1288,1,15,1,1,21,27,1,1,1,0,20,Graduate
1289,1,12,1,1,13,14,10,8,1,0,22,Graduate
1290,1,7,1,1,1,14,10,9,1,1,18,Enrolled
1291,1,12,1,1,23,28,10,10,1,0,19,Graduate
1292,1,4,1,1,1,14,10,8,1,0,22,Dropout
1293,1,7,1,4,4,10,3,10,1,0,20,Graduate
1294,2,4,1,1,1,31,10,4,1,0,34,Dropout
1295,2,3,0,1,1,1,5,5,1,0,24,Dropout
1296,1,14,1,1,19,24,1,1,1,0,26,Dropout
1297,1,12,1,1,22,27,10,7,1,0,35,Dropout
1298,1,17,0,1,2,27,5,10,1,0,22,Graduate
1299,1,11,1,1,23,28,6,6,1,0,26,Enrolled
1300,1,9,1,1,1,14,4,5,1,0,19,Dropout
1301,1,11,1,1,3,14,4,10,1,0,19,Dropout
1302,1,2,1,1,3,3,3,3,1,0,20,Graduate
1303,1,14,1,1,3,3,2,11,1,0,21,Graduate
1304,1,15,1,1,1,14,8,8,0,1,19,Graduate
1305,1,15,1,1,13,14,10,10,0,0,18,Graduate
1306,1,4,1,1,1,28,9,9,0,1,23,Graduate
1307,1,9,1,1,13,28,6,8,0,1,18,Graduate
1308,1,12,1,1,22,28,6,8,0,0,18,Graduate
1309,1,12,1,1,23,28,10,10,0,0,19,Graduate
1310,1,9,1,1,1,14,21,37,0,0,21,Graduate
1311,1,6,1,1,22,27,10,7,0,1,18,Graduate
1312,1,15,1,1,23,27,10,6,0,1,24,Graduate
1313,1,12,1,1,3,29,3,4,0,0,18,Dropout
1314,1,14,1,1,13,1,6,8,0,0,18,Enrolled
1315,1,12,1,1,13,27,10,8,0,0,20,Graduate
1316,1,6,1,1,1,14,5,10,0,0,19,Enrolled
1317,1,15,1,1,19,28,1,9,0,1,18,Dropout
1318,1,11,1,1,1,14,6,8,0,1,19,Dropout
1319,1,16,1,1,1,28,5,9,0,0,19,Graduate
1320,1,10,1,1,1,28,10,4,0,0,18,Graduate
1321,1,16,1,1,13,1,32,16,0,0,20,Enrolled
1322,1,12,1,1,23,28,10,10,0,1,18,Graduate
1323,1,13,1,1,23,28,6,6,0,1,19,Graduate
1324,1,9,1,1,3,28,3,11,0,0,18,Enrolled
1325,1,12,1,1,22,27,10,10,0,0,18,Graduate
1326,1,6,1,1,1,27,5,10,0,0,21,Enrolled
1327,1,11,1,1,19,28,1,8,0,0,19,Dropout
1328,1,12,1,1,1,1,4,4,0,0,21,Graduate
1329,1,6,1,1,4,1,3,10,0,0,18,Enrolled
1330,1,13,1,1,13,28,10,8,0,1,18,Graduate
1331,1,12,1,1,1,1,4,11,0,0,18,Graduate
1332,1,8,1,1,3,1,2,4,0,0,23,Dropout
1333,1,10,1,1,13,27,8,8,0,0,20,Enrolled
1334,1,12,1,1,23,28,6,6,0,0,18,Graduate
1335,1,16,1,1,1,14,3,11,0,0,19,Enrolled
1336,1,12,1,1,1,28,4,8,0,1,27,Enrolled
1337,1,9,1,1,22,27,10,7,0,1,19,Enrolled
1338,1,8,1,1,1,14,10,10,0,0,21,Dropout
1339,1,12,1,1,22,28,8,9,0,1,19,Graduate
1340,1,10,1,1,22,27,7,10,0,1,21,Graduate
1341,1,15,1,1,13,14,10,10,0,0,18,Graduate
1342,1,6,1,1,13,28,8,8,0,1,20,Graduate
1343,1,16,1,1,22,27,10,8,0,1,18,Graduate
1344,1,5,1,1,1,1,5,9,0,1,18,Dropout
1345,1,6,1,1,1,3,5,5,0,0,18,Graduate
1346,1,15,1,1,1,1,4,4,0,1,18,Graduate
1347,1,12,1,1,1,1,8,8,0,1,19,Enrolled
1348,1,6,1,1,13,28,9,10,0,0,23,Enrolled
1349,1,6,1,1,13,14,5,10,0,1,24,Graduate
1350,1,2,1,1,1,1,4,4,0,0,19,Graduate
1351,1,12,1,1,13,14,10,10,0,0,18,Graduate
1352,1,5,1,1,1,14,5,4,0,0,19,Graduate
1353,1,16,1,1,23,14,5,10,0,0,19,Dropout
1354,1,10,1,1,1,28,6,9,0,1,20,Enrolled
1355,1,6,1,1,1,10,5,6,0,0,20,Enrolled
1356,1,15,1,1,19,27,1,1,0,0,26,Dropout
1357,1,11,1,1,13,1,10,6,1,0,36,Dropout
1358,1,2,1,1,1,1,5,11,1,0,19,Dropout
1359,1,7,1,1,13,27,10,10,1,0,27,Dropout
1360,1,7,1,1,3,1,15,31,1,0,18,Dropout
1361,1,12,1,1,22,28,10,10,1,1,18,Graduate
1362,1,5,1,1,23,28,6,6,1,0,28,Dropout
1363,1,2,1,1,13,1,10,10,1,0,21,Graduate
1364,1,12,1,1,13,27,5,10,1,0,19,Graduate
1365,1,14,1,1,6,16,4,4,1,0,26,Dropout
1366,1,7,1,1,1,14,4,6,1,0,20,Dropout
1367,1,12,1,1,23,28,10,10,1,0,19,Graduate
1368,1,9,1,1,13,14,8,4,1,0,21,Dropout
1369,1,14,1,1,1,14,10,10,1,1,23,Graduate
1370,1,3,0,1,23,27,5,9,1,0,29,Graduate
1371,1,12,1,1,1,1,10,10,1,0,20,Graduate
1372,1,10,1,1,1,14,6,10,1,0,18,Graduate
1373,1,15,1,1,1,28,4,6,1,0,19,Graduate
1374,1,13,1,1,1,27,5,9,1,0,23,Dropout
1375,1,2,1,1,23,1,6,2,1,0,21,Dropout
1376,1,9,1,1,1,1,10,4,1,0,18,Enrolled
1377,1,2,1,1,22,14,8,8,1,1,18,Graduate
1378,1,5,1,1,13,27,6,6,1,0,21,Dropout
1379,1,10,1,1,1,1,6,10,1,0,22,Dropout
1380,1,13,1,1,3,14,3,9,1,0,21,Graduate
1381,1,12,1,1,23,14,10,10,1,0,32,Dropout
1382,1,4,1,1,1,14,5,2,1,0,27,Graduate
1383,1,12,1,1,13,28,10,9,1,0,18,Graduate
1384,1,5,1,1,1,1,6,4,1,1,24,Graduate
1385,1,8,1,1,13,27,2,10,1,0,22,Dropout
1386,1,8,1,1,2,3,4,3,1,0,22,Dropout
1387,1,9,1,1,22,27,10,6,1,0,19,Graduate
1388,1,7,1,1,22,11,5,12,1,0,19,Dropout
1389,1,6,1,1,1,14,4,4,1,0,21,Enrolled
1390,1,12,1,1,1,1,3,8,0,1,18,Graduate
1391,1,11,1,1,3,14,4,11,0,0,18,Graduate
1392,1,2,1,1,13,14,10,10,0,0,20,Dropout
1393,1,10,1,1,1,14,5,10,0,0,19,Graduate
1394,1,15,1,1,23,28,29,39,0,0,19,Graduate
1395,1,11,1,1,10,1,10,4,0,1,18,Graduate
1396,1,8,1,1,1,1,4,10,0,0,20,Enrolled
1397,1,5,1,1,10,27,4,10,0,1,22,Graduate
1398,2,13,1,1,22,28,10,10,0,0,31,Graduate
1399,1,16,1,1,13,14,10,9,0,1,19,Graduate
1400,1,2,1,1,1,3,4,4,0,0,18,Enrolled
1401,1,11,1,1,23,28,10,8,0,1,18,Graduate
1402,1,6,1,1,10,1,2,12,0,0,21,Graduate
1403,1,12,1,1,23,1,10,8,0,1,18,Graduate
1404,1,9,1,9,2,27,3,9,1,0,25,Dropout
1405,1,7,1,14,1,3,6,9,1,0,21,Dropout
1406,1,12,1,1,23,27,6,6,0,1,19,Graduate
1407,1,15,1,1,23,1,10,10,0,0,19,Enrolled
1408,1,11,1,1,9,24,6,1,0,0,22,Dropout
1409,1,9,1,1,23,1,10,2,1,0,19,Graduate
1410,1,3,0,1,22,27,10,6,0,0,58,Dropout
1411,1,10,1,1,13,27,10,8,0,1,19,Graduate
1412,1,14,1,9,22,27,10,10,1,0,23,Graduate
1413,1,15,1,1,22,27,10,10,0,1,19,Enrolled
