Curricular units 2nd sem (grade),Curricular units 1st sem (grade),Target
13.01875,12.34,Graduate
12.34285714,12.34285714,Graduate
12.5,12.35,Graduate
12.35571429,12.35571429,Graduate
12.35714286,12.35714286,Graduate
13,12.35714286,Graduate
12,12.36,Dropout
12.25,12.36363636,Dropout
12.36571429,12.36571429,Graduate
11.25,12.375,Dropout
11.66666667,12.375,Graduate
12.4,12.375,Graduate
12.58333333,12.375,Graduate
12.6,12.375,Enrolled
13.14285714,12.375,Graduate
12.72857143,12.38571429,Enrolled
13.75555556,12.38571429,Graduate
12.94285714,12.39666667,Graduate
10.4,12.4,Dropout
10.66666667,12.4,Dropout
10.75,12.4,Graduate
10.8,12.4,Graduate
10.83333333,12.4,Enrolled
11,12.4,Enrolled
11,12.4,Dropout
11.6,12.4,Graduate
11.8,12.4,Enrolled
11.8,12.4,Graduate
12,12.4,Graduate
12.15,12.4,Enrolled
12.4,12.4,Enrolled
12.4,12.4,Graduate
12.4,12.4,Graduate
12.5,12.4,Graduate
12.66666667,12.4,Graduate
12.66666667,12.4,Graduate
12.75,12.4,Enrolled
12.8,12.4,Graduate
12.8,12.4,Graduate
12.8,12.4,Graduate
12.8,12.4,Graduate
12.83333333,12.4,Graduate
13,12.4,Graduate
13,12.4,Dropout
13,12.4,Enrolled
13.16666667,12.4,Graduate
13.4,12.4,Graduate
13.42857143,12.4,Graduate
14.16666667,12.4,Enrolled
14.6,12.4,Graduate
15,12.4,Enrolled
11.80833333,12.40142857,Enrolled
12.40142857,12.40142857,Graduate
11.2625,12.4125,Graduate
12.41285714,12.41285714,Graduate
12.41428571,12.41428571,Graduate
13.5,12.41428571,Enrolled
12.415,12.415,Graduate
13,12.41666667,Graduate
10.85714286,12.42857143,Dropout
11.8,12.42857143,Graduate
11.90909091,12.42857143,Dropout
12.3,12.42857143,Enrolled
12.83333333,12.42857143,Graduate
14,12.42857143,Graduate
11.34714286,12.44428571,Graduate
12,12.44444444,Dropout
11.7,12.45,Enrolled
12.45,12.45,Graduate
12.45428571,12.45428571,Graduate
12.75,12.45454545,Graduate
12.45714286,12.45714286,Enrolled
13.5625,12.45714286,Graduate
12.46,12.46,Enrolled
11.1,12.46153846,Dropout
12.46428571,12.46428571,Graduate
11.4625,12.47142857,Enrolled
12.47142857,12.47142857,Graduate
12.47142857,12.47142857,Graduate
12.21052632,12.47619048,Graduate
12.48375,12.48375,Graduate
12.48571429,12.48571429,Graduate
12.9375,12.48571429,Graduate
12.49166667,12.49166667,Graduate
11.7125,12.49285714,Graduate
12.24285714,12.49571429,Dropout
0,12.5,Dropout
0,12.5,Dropout
0,12.5,Dropout
0,12.5,Dropout
0,12.5,Dropout
10,12.5,Enrolled
10,12.5,Dropout
10,12.5,Graduate
10.25,12.5,Dropout
10.25,12.5,Dropout
10.5,12.5,Enrolled
11,12.5,Enrolled
11,12.5,Dropout
11,12.5,Enrolled
11,12.5,Enrolled
11,12.5,Dropout
11.28571429,12.5,Enrolled
11.33333333,12.5,Dropout
11.42857143,12.5,Graduate
11.5,12.5,Enrolled
11.5,12.5,Graduate
11.5,12.5,Dropout
11.5,12.5,Graduate
11.5,12.5,Enrolled
11.5,12.5,Graduate
11.6,12.5,Dropout
11.6,12.5,Enrolled
11.66666667,12.5,Graduate
11.66666667,12.5,Dropout
11.75,12.5,Graduate
11.8,12.5,Dropout
11.8,12.5,Graduate
12,12.5,Dropout
12.14285714,12.5,Graduate
12.16666667,12.5,Graduate
12.16666667,12.5,Graduate
12.16666667,12.5,Graduate
12.16666667,12.5,Graduate
12.25,12.5,Graduate
12.33333333,12.5,Enrolled
12.33333333,12.5,Graduate
12.33333333,12.5,Dropout
12.4,12.5,Graduate
12.5,12.5,Enrolled
12.5,12.5,Enrolled
12.5,12.5,Graduate
12.5,12.5,Dropout
12.6,12.5,Dropout
12.6,12.5,Graduate
12.6,12.5,Graduate
12.66666667,12.5,Enrolled
12.66666667,12.5,Dropout
12.66666667,12.5,Graduate
12.66666667,12.5,Graduate
12.66666667,12.5,Graduate
12.71428571,12.5,Graduate
12.83333333,12.5,Graduate
12.83333333,12.5,Graduate
12.83333333,12.5,Graduate
13,12.5,Graduate
13,12.5,Graduate
13,12.5,Graduate
13,12.5,Dropout
13,12.5,Enrolled
13.04285714,12.5,Graduate
13.1375,12.5,Graduate
13.14285714,12.5,Graduate
13.25,12.5,Enrolled
13.28571429,12.5,Graduate
13.33333333,12.5,Graduate
13.33333333,12.5,Dropout
13.5,12.5,Dropout
13.5,12.5,Dropout
13.57142857,12.5,Dropout
13.66666667,12.5,Enrolled
13.83333333,12.5,Graduate
13.83333333,12.5,Graduate
14,12.5,Dropout
14.16666667,12.5,Graduate
14.25,12.5,Graduate
14.33333333,12.5,Enrolled
14.33333333,12.5,Dropout
14.6,12.5,Graduate
14.66666667,12.5,Enrolled
13.2,12.50625,Enrolled
12.5075,12.5075,Graduate
14.1875,12.5125,Graduate
13.07142857,12.51333333,Graduate
11.75,12.51428571,Dropout
12.51428571,12.51428571,Graduate
12.51666667,12.51666667,Dropout
12.52608696,12.52608696,Graduate
12.41666667,12.52857143,Enrolled
12.61428571,12.5375,Graduate
11.625,12.54545455,Enrolled
12.66666667,12.54545455,Graduate
12.54571429,12.54571429,Graduate
12.55375,12.55375,Graduate
11.11111111,12.55555556,Graduate
11.8,12.55555556,Enrolled
12.56,12.56,Dropout
12.85714286,12.5625,Graduate
12.16,12.565,Enrolled
11.625,12.57142857,Graduate
11.85714286,12.57142857,Graduate
12.16666667,12.57142857,Graduate
12.42857143,12.57142857,Graduate
12.55555556,12.57142857,Graduate
12.57142857,12.57142857,Enrolled
12.83333333,12.57142857,Dropout
13,12.57142857,Enrolled
13.28571429,12.57142857,Graduate
13.5,12.57142857,Graduate
13.66666667,12.57142857,Graduate
13.66666667,12.57142857,Enrolled
14.42857143,12.57142857,Graduate
12.11764706,12.57894737,Graduate
12.15714286,12.58,Graduate
12.67142857,12.58333333,Graduate
13.44285714,12.58571429,Graduate
13.35714286,12.58823529,Graduate
12.82,12.59125,Enrolled
12.6,12.6,Graduate
11,12.6,Enrolled
11,12.6,Enrolled
11.2,12.6,Graduate
11.25,12.6,Enrolled
11.25,12.6,Graduate
11.25,12.6,Enrolled
11.25,12.6,Graduate
11.4,12.6,Enrolled
11.5,12.6,Dropout
11.5,12.6,Graduate
11.575,12.6,Dropout
11.6,12.6,Graduate
11.6,12.6,Graduate
11.66666667,12.6,Enrolled
11.68571429,12.6,Enrolled
11.71428571,12.6,Graduate
11.8,12.6,Enrolled
11.8,12.6,Graduate
11.8,12.6,Enrolled
12,12.6,Graduate
12,12.6,Graduate
12.2,12.6,Graduate
12.33333333,12.6,Graduate
12.375,12.6,Enrolled
12.38,12.6,Dropout
12.4,12.6,Graduate
12.42857143,12.6,Enrolled
12.5,12.6,Dropout
12.6,12.6,Graduate
12.6,12.6,Graduate
12.66666667,12.6,Graduate
12.66666667,12.6,Graduate
12.75,12.6,Dropout
12.83333333,12.6,Enrolled
13,12.6,Graduate
13,12.6,Dropout
13,12.6,Dropout
13,12.6,Enrolled
13.2,12.6,Graduate
13.2,12.6,Graduate
13.25,12.6,Dropout
13.6,12.6,Dropout
13.71428571,12.6,Graduate
14,12.6,Graduate
14.5,12.6,Graduate
11.9,12.60625,Graduate
12.61,12.61,Graduate
12.61428571,12.61428571,Graduate
12.78947368,12.61904762,Graduate
12.5,12.62,Enrolled
14.16666667,12.62,Dropout
11,12.625,Enrolled
12.5125,12.625,Graduate
12.625,12.625,Graduate
13.0625,12.625,Graduate
13.2,12.625,Graduate
14.16666667,12.625,Graduate
14.5,12.625,Enrolled
12.62857143,12.62857143,Graduate
12.62857143,12.62857143,Graduate
12.63333333,12.63333333,Graduate
11,12.63636364,Graduate
12.6,12.63636364,Graduate
12.64285714,12.64285714,Graduate
12.20555556,12.64833333,Graduate
10.66666667,12.65,Dropout
11.1,12.65,Enrolled
12.44555556,12.65,Graduate
13.41111111,12.65,Dropout
12.65714286,12.65714286,Graduate
12.66571429,12.66571429,Graduate
0,12.66666667,Dropout
0,12.66666667,Dropout
0,12.66666667,Dropout
0,12.66666667,Dropout
10,12.66666667,Dropout
10,12.66666667,Dropout
11,12.66666667,Dropout
11,12.66666667,Enrolled
11,12.66666667,Graduate
11.14285714,12.66666667,Dropout
11.4,12.66666667,Graduate
11.4,12.66666667,Graduate
11.5,12.66666667,Graduate
11.5,12.66666667,Graduate
11.5,12.66666667,Dropout
11.5,12.66666667,Enrolled
11.66666667,12.66666667,Graduate
11.75,12.66666667,Enrolled
11.8,12.66666667,Dropout
11.83333333,12.66666667,Dropout
11.83333333,12.66666667,Graduate
11.83333333,12.66666667,Graduate
12,12.66666667,Graduate
12,12.66666667,Dropout
12,12.66666667,Graduate
12,12.66666667,Graduate
12,12.66666667,Enrolled
12,12.66666667,Graduate
12.14285714,12.66666667,Enrolled
12.14285714,12.66666667,Graduate
12.16666667,12.66666667,Graduate
12.16666667,12.66666667,Graduate
12.2,12.66666667,Graduate
12.2,12.66666667,Enrolled
12.25,12.66666667,Enrolled
12.25,12.66666667,Graduate
12.4,12.66666667,Graduate
12.42857143,12.66666667,Graduate
12.42857143,12.66666667,Graduate
12.5,12.66666667,Enrolled
12.5,12.66666667,Graduate
12.5,12.66666667,Enrolled
12.57142857,12.66666667,Graduate
12.6,12.66666667,Dropout
12.66666667,12.66666667,Graduate
12.66666667,12.66666667,Graduate
12.66666667,12.66666667,Graduate
12.66666667,12.66666667,Graduate
12.71428571,12.66666667,Graduate
12.75,12.66666667,Enrolled
12.8,12.66666667,Graduate
12.8,12.66666667,Graduate
12.83333333,12.66666667,Graduate
12.83333333,12.66666667,Graduate
12.83333333,12.66666667,Graduate
12.85714286,12.66666667,Graduate
13,12.66666667,Enrolled
13,12.66666667,Enrolled
13,12.66666667,Graduate
13,12.66666667,Graduate
13,12.66666667,Graduate
13,12.66666667,Graduate
13,12.66666667,Graduate
13,12.66666667,Graduate
13.125,12.66666667,Dropout
13.16666667,12.66666667,Enrolled
13.25,12.66666667,Graduate
13.33333333,12.66666667,Graduate
13.33333333,12.66666667,Graduate
13.4,12.66666667,Graduate
13.4,12.66666667,Graduate
13.5,12.66666667,Enrolled
13.5,12.66666667,Graduate
13.6,12.66666667,Enrolled
13.66666667,12.66666667,Graduate
13.77777778,12.66666667,Graduate
13.83333333,12.66666667,Dropout
14,12.66666667,Graduate
14.125,12.66666667,Graduate
14.375,12.66666667,Graduate
14.4,12.66666667,Graduate
14.6,12.66666667,Graduate
13.55,12.67,Graduate
12.675,12.675,Graduate
12.38461538,12.68421053,Graduate
12.68571429,12.68571429,Graduate
12,12.6875,Graduate
12.38461538,12.69230769,Graduate
12.69428571,12.69428571,Graduate
12.18181818,12.7,Graduate
12.27272727,12.7,Enrolled
12.96818182,12.7,Enrolled
13.475,12.7,Enrolled
13.57142857,12.7,Graduate
11,12.71428571,Dropout
11.83333333,12.71428571,Graduate
11.83333333,12.71428571,Graduate
12.28571429,12.71428571,Graduate
12.625,12.71428571,Graduate
12.71428571,12.71428571,Enrolled
13,12.71428571,Enrolled
13.5,12.71428571,Graduate
12.80555556,12.71857143,Dropout
13.7125,12.725,Graduate
12.6,12.72727273,Graduate
12.7,12.72727273,Dropout
14.625,12.72857143,Graduate
11.95,12.73333333,Graduate
12.73333333,12.73333333,Graduate
10.97857143,12.74,Dropout
12.74285714,12.74285714,Graduate
12.74428571,12.74428571,Graduate
0,12.75,Dropout
0,12.75,Dropout
0,12.75,Dropout
10,12.75,Enrolled
11,12.75,Enrolled
11,12.75,Dropout
11.33333333,12.75,Dropout
11.33333333,12.75,Graduate
11.33333333,12.75,Enrolled
11.5,12.75,Graduate
11.75,12.75,Graduate
12,12.75,Graduate
12.16666667,12.75,Graduate
12.28571429,12.75,Graduate
12.6,12.75,Dropout
12.66666667,12.75,Dropout
12.75,12.75,Graduate
13,12.75,Graduate
13,12.75,Enrolled
13.25,12.75,Graduate
13.4,12.75,Graduate
13.42857143,12.75,Graduate
14.33333333,12.75,Enrolled
14.75,12.75,Graduate
12.75714286,12.75714286,Graduate
12.75833333,12.75833333,Dropout
12.76428571,12.76428571,Graduate
13.54444444,12.76571429,Graduate
12.12857143,12.76666667,Graduate
12.76666667,12.76666667,Graduate
12.76666667,12.76666667,Graduate
12.77125,12.77125,Graduate
12.77142857,12.77142857,Graduate
12.77142857,12.77142857,Enrolled
13.22222222,12.77777778,Graduate
0,12.78333333,Dropout
12.84285714,12.78333333,Graduate
12.78571429,12.78571429,Graduate
13.875,12.78571429,Dropout
12.79142857,12.79142857,Graduate
0,12.8,Dropout
10,12.8,Enrolled
11,12.8,Graduate
11.2,12.8,Graduate
11.25,12.8,Graduate
11.42857143,12.8,Graduate
11.44444444,12.8,Graduate
11.5,12.8,Enrolled
11.6,12.8,Graduate
11.6,12.8,Enrolled
11.66666667,12.8,Dropout
11.85714286,12.8,Graduate
11.85714286,12.8,Graduate
12,12.8,Enrolled
12.2,12.8,Graduate
12.25,12.8,Enrolled
12.33333333,12.8,Graduate
12.6,12.8,Graduate
12.66666667,12.8,Enrolled
12.75,12.8,Graduate
12.8,12.8,Enrolled
13,12.8,Graduate
13.33333333,12.8,Dropout
13.4,12.8,Enrolled
13.66666667,12.8,Graduate
13.83333333,12.8,Graduate
14.2,12.8,Graduate
14.5,12.8,Enrolled
15.33333333,12.8,Graduate
12.82571429,12.80833333,Graduate
12.875,12.81666667,Enrolled
13.54545455,12.81818182,Graduate
12.6875,12.82857143,Graduate
12.82857143,12.82857143,Graduate
12.82875,12.82875,Dropout
12.82875,12.82875,Graduate
0,12.83333333,Dropout
11.16666667,12.83333333,Graduate
11.16666667,12.83333333,Graduate
11.4,12.83333333,Enrolled
11.66666667,12.83333333,Graduate
11.77777778,12.83333333,Graduate
11.8,12.83333333,Graduate
11.83333333,12.83333333,Graduate
12,12.83333333,Graduate
12,12.83333333,Graduate
12,12.83333333,Enrolled
12.16666667,12.83333333,Graduate
12.16666667,12.83333333,Graduate
12.16666667,12.83333333,Graduate
12.28571429,12.83333333,Graduate
12.33333333,12.83333333,Graduate
12.33333333,12.83333333,Graduate
12.5,12.83333333,Enrolled
12.57142857,12.83333333,Graduate
12.66666667,12.83333333,Graduate
12.66666667,12.83333333,Graduate
12.66666667,12.83333333,Graduate
12.83333333,12.83333333,Graduate
12.83333333,12.83333333,Graduate
12.83333333,12.83333333,Graduate
12.83333333,12.83333333,Graduate
12.85714286,12.83333333,Graduate
13,12.83333333,Enrolled
13.16666667,12.83333333,Graduate
13.25,12.83333333,Graduate
13.28571429,12.83333333,Graduate
13.33333333,12.83333333,Graduate
13.33333333,12.83333333,Graduate
13.4,12.83333333,Graduate
13.5,12.83333333,Graduate
13.83333333,12.83333333,Graduate
13.83333333,12.83333333,Graduate
14.23125,12.83571429,Graduate
15.5,12.8375,Graduate
12.84142857,12.84142857,Graduate
12.63636364,12.84615385,Graduate
12.8,12.84615385,Graduate
13.78888889,12.84714286,Graduate
12.62142857,12.85,Enrolled
12.76111111,12.85555556,Graduate
13.9125,12.85555556,Graduate
11.8,12.85714286,Graduate
12.3,12.85714286,Graduate
12.4,12.85714286,Enrolled
12.6,12.85714286,Graduate
12.66666667,12.85714286,Graduate
12.66666667,12.85714286,Enrolled
12.75,12.85714286,Enrolled
12.85714286,12.85714286,Graduate
13,12.85714286,Graduate
13.16666667,12.85714286,Graduate
13.16666667,12.85714286,Graduate
13.25,12.85714286,Graduate
13.33333333,12.85714286,Graduate
13.66666667,12.85714286,Graduate
13.66666667,12.85714286,Dropout
14.3,12.85714286,Graduate
12.858,12.858,Enrolled
11.56666667,12.86,Dropout
12.86,12.86,Graduate
12.86,12.86,Graduate
12.86,12.86,Enrolled
11.83333333,12.875,Graduate
12.14285714,12.875,Enrolled
12.9,12.875,Enrolled
13.4,12.875,Dropout
11.85625,12.87857143,Graduate
12.88625,12.88625,Graduate
12.8875,12.8875,Graduate
12.8875,12.8875,Graduate
13,12.88888889,Graduate
12.14285714,12.9,Dropout
12.36363636,12.9,Graduate
12.9,12.9,Graduate
13.09444444,12.90142857,Graduate
12.90857143,12.90857143,Graduate
13.55555556,12.90909091,Enrolled
12.91,12.91,Graduate
12.91428571,12.91428571,Graduate
12.91666667,12.91666667,Graduate
12.91666667,12.91666667,Graduate
14.5,12.91666667,Graduate
14.0625,12.92875,Dropout
13.71666667,12.93333333,Enrolled
12.93375,12.93375,Graduate
12.93875,12.93875,Graduate
11.58,12.94,Dropout
13.76,12.94,Enrolled
12.94428571,12.94428571,Graduate
12.95,12.95,Graduate
13.125,12.95,Dropout
12.96666667,12.96666667,Graduate
12.32142857,12.97166667,Graduate
12.98125,12.98125,Graduate
14.4625,12.98285714,Graduate
12.66875,12.99333333,Graduate
0,13,Dropout
0,13,Dropout
0,13,Dropout
0,13,Dropout
0,13,Dropout
0,13,Dropout
0,13,Dropout
0,13,Dropout
0,13,Dropout
0,13,Dropout
0,13,Dropout
0,13,Dropout
10,13,Dropout
10,13,Enrolled
10,13,Enrolled
10.4,13,Enrolled
10.66666667,13,Graduate
10.75,13,Graduate
10.83333333,13,Enrolled
11,13,Enrolled
11.25,13,Graduate
11.25,13,Enrolled
11.33333333,13,Dropout
11.4,13,Dropout
11.4,13,Dropout
11.42857143,13,Dropout
11.5,13,Graduate
11.5,13,Graduate
11.5,13,Dropout
11.5,13,Dropout
11.5,13,Enrolled
11.6,13,Dropout
11.6,13,Graduate
11.66666667,13,Enrolled
11.66666667,13,Dropout
11.66666667,13,Graduate
11.66666667,13,Enrolled
11.75,13,Dropout
11.8,13,Dropout
11.8,13,Dropout
11.83333333,13,Graduate
11.875,13,Graduate
11.875,13,Dropout
12,13,Enrolled
12,13,Enrolled
12,13,Dropout
12,13,Dropout
12,13,Dropout
12,13,Enrolled
12,13,Dropout
12,13,Enrolled
12,13,Dropout
12.16666667,13,Graduate
12.16666667,13,Graduate
12.2,13,Graduate
12.2,13,Enrolled
12.25,13,Dropout
12.25,13,Dropout
12.25,13,Graduate
12.25,13,Graduate
12.27272727,13,Graduate
12.33333333,13,Graduate
12.33333333,13,Enrolled
12.4,13,Graduate
12.4,13,Enrolled
12.4,13,Graduate
12.5,13,Graduate
12.5,13,Graduate
12.5,13,Graduate
12.5,13,Enrolled
12.5,13,Enrolled
12.5,13,Dropout
12.6,13,Graduate
12.6,13,Graduate
12.6,13,Enrolled
12.6,13,Enrolled
12.625,13,Graduate
12.66666667,13,Graduate
12.66666667,13,Graduate
12.8,13,Graduate
12.8,13,Graduate
12.83333333,13,Graduate
12.83333333,13,Graduate
12.85714286,13,Graduate
12.85714286,13,Graduate
12.88,13,Dropout
12.9,13,Dropout
13,13,Graduate
13,13,Graduate
13,13,Enrolled
13,13,Graduate
13,13,Graduate
13,13,Graduate
13,13,Graduate
13,13,Dropout
13,13,Graduate
13,13,Graduate
13,13,Graduate
13,13,Enrolled
13.14285714,13,Dropout
13.14285714,13,Dropout
13.14285714,13,Graduate
13.16666667,13,Graduate
13.2,13,Graduate
13.22222222,13,Graduate
13.25,13,Graduate
13.25,13,Graduate
13.26666667,13,Graduate
13.28571429,13,Graduate
13.28571429,13,Graduate
13.33333333,13,Dropout
13.33333333,13,Graduate
13.33333333,13,Graduate
13.4,13,Graduate
13.4,13,Graduate
13.5,13,Graduate
13.5,13,Graduate
13.66666667,13,Graduate
13.66666667,13,Graduate
13.66666667,13,Graduate
13.66666667,13,Graduate
13.71428571,13,Graduate
13.75,13,Dropout
13.75,13,Dropout
13.8,13,Dropout
13.8,13,Graduate
13.83333333,13,Graduate
13.83333333,13,Graduate
13.92727273,13,Graduate
14,13,Dropout
14,13,Graduate
14,13,Dropout
14,13,Graduate
14,13,Dropout
14,13,Enrolled
14,13,Graduate
14,13,Dropout
14.16666667,13,Graduate
14.16666667,13,Graduate
14.16666667,13,Graduate
14.2,13,Graduate
14.2125,13,Dropout
14.33333333,13,Graduate
14.83333333,13,Graduate
15,13,Graduate
15.0625,13,Graduate
15.33333333,13,Enrolled
13.01125,13.01125,Graduate
13.01666667,13.01666667,Enrolled
13.02428571,13.02428571,Graduate
13.81111111,13.025,Graduate
13.21875,13.03,Graduate
13.03333333,13.03333333,Graduate
12.5,13.04,Enrolled
13.595,13.04444444,Graduate
13.045,13.045,Graduate
13.30625,13.04666667,Dropout
13.05,13.05,Graduate
13.05375,13.05375,Graduate
15.8125,13.05555556,Graduate
13.05857143,13.05857143,Graduate
13.05875,13.05875,Graduate
12.30769231,13.05882353,Graduate
0,13.06,Enrolled
13.06666667,13.06666667,Dropout
13,13.07142857,Graduate
13.07285714,13.07285714,Graduate
13.07375,13.07375,Graduate
12.05,13.075,Graduate
12.36111111,13.075,Graduate
13.07571429,13.07571429,Graduate
13.08,13.08,Graduate
13.15,13.08166667,Graduate
12.95,13.08714286,Graduate
12.08333333,13.09090909,Graduate
12.55,13.09428571,Graduate
13.1,13.1,Graduate
14.8125,13.1,Graduate
13.105,13.105,Graduate
13.10571429,13.10571429,Graduate
13.11,13.11,Graduate
11.71428571,13.11111111,Graduate
14.85714286,13.11111111,Graduate
13.11625,13.11625,Graduate
13.11666667,13.11666667,Graduate
12.6,13.11714286,Graduate
12.33333333,13.125,Enrolled
12.71428571,13.125,Enrolled
13,13.125,Enrolled
13,13.125,Graduate
13.2,13.125,Graduate
13.126,13.126,Enrolled
13.19333333,13.128,Graduate
12.22142857,13.13333333,Graduate
13.24444444,13.135,Graduate
11.4,13.14285714,Graduate
11.83333333,13.14285714,Enrolled
12,13.14285714,Graduate
12.16666667,13.14285714,Graduate
12.5,13.14285714,Graduate
12.66666667,13.14285714,Dropout
12.83333333,13.14285714,Graduate
12.85714286,13.14285714,Graduate
14,13.14285714,Graduate
14.16666667,13.14285714,Graduate
14.33333333,13.14285714,Graduate
13.21428571,13.15,Graduate
15.06875,13.15,Graduate
13.15142857,13.15142857,Graduate
11,13.15384615,Graduate
13.15428571,13.15428571,Enrolled
13.15428571,13.15428571,Graduate
12.16666667,13.16666667,Graduate
12.4,13.16666667,Enrolled
12.42857143,13.16666667,Graduate
12.42857143,13.16666667,Graduate
12.5,13.16666667,Enrolled
12.5,13.16666667,Graduate
12.6,13.16666667,Enrolled
12.66666667,13.16666667,Graduate
12.66666667,13.16666667,Graduate
12.66666667,13.16666667,Graduate
12.66666667,13.16666667,Graduate
12.8,13.16666667,Graduate
13,13.16666667,Dropout
13,13.16666667,Graduate
13,13.16666667,Dropout
13,13.16666667,Graduate
13,13.16666667,Enrolled
13.16666667,13.16666667,Dropout
13.16666667,13.16666667,Graduate
13.2,13.16666667,Enrolled
13.2,13.16666667,Dropout
13.28571429,13.16666667,Graduate
13.33333333,13.16666667,Graduate
13.33333333,13.16666667,Enrolled
13.66666667,13.16666667,Graduate
13.83333333,13.16666667,Graduate
14,13.16666667,Enrolled
14,13.16666667,Graduate
14.14285714,13.16666667,Graduate
14.2,13.16666667,Dropout
15,13.16666667,Graduate
15.14285714,13.16666667,Dropout
15.625,13.16666667,Graduate
16,13.16666667,Graduate
14.875,13.175,Graduate
14.925,13.17571429,Graduate
13,13.17647059,Dropout
11.64285714,13.18181818,Graduate
12.90909091,13.18181818,Graduate
13.18333333,13.18333333,Graduate
12.89285714,13.188,Enrolled
14.23125,13.19,Graduate
13.0625,13.19857143,Graduate
0,13.2,Dropout
0,13.2,Dropout
10.6,13.2,Dropout
10.75,13.2,Dropout
11,13.2,Graduate
11.33333333,13.2,Graduate
11.4,13.2,Enrolled
11.8,13.2,Enrolled
11.8,13.2,Graduate
12,13.2,Graduate
12,13.2,Enrolled
12.5,13.2,Enrolled
12.5,13.2,Graduate
12.6,13.2,Enrolled
12.66666667,13.2,Graduate
12.66666667,13.2,Enrolled
12.8,13.2,Graduate
12.83333333,13.2,Enrolled
13,13.2,Graduate
13.2,13.2,Graduate
13.25,13.2,Enrolled
13.2575,13.2,Graduate
13.5,13.2,Dropout
13.6,13.2,Graduate
14.25,13.2,Enrolled
14.33333333,13.2,Graduate
14.4,13.2,Graduate
14.83333333,13.2,Graduate
13.21428571,13.21428571,Graduate
13.22,13.22,Graduate
13.14285714,13.22222222,Graduate
13.2325,13.2325,Graduate
13.74285714,13.2375,Dropout
13.24285714,13.24285714,Enrolled
13.24875,13.24875,Graduate
0,13.25,Enrolled
10.25,13.25,Dropout
10.5,13.25,Graduate
10.66666667,13.25,Enrolled
11,13.25,Graduate
11,13.25,Dropout
11.71428571,13.25,Graduate
11.8,13.25,Graduate
11.8,13.25,Graduate
11.83333333,13.25,Graduate
12,13.25,Graduate
12,13.25,Dropout
12.2,13.25,Enrolled
12.6,13.25,Dropout
12.72727273,13.25,Graduate
13.09090909,13.25,Graduate
13.75,13.25,Enrolled
13.82,13.25,Enrolled
13.8375,13.25,Enrolled
14.14285714,13.25,Graduate
14.33333333,13.25,Graduate
15.57142857,13.25,Graduate
13.25375,13.25375,Graduate
13.2575,13.2575,Graduate
13.25857143,13.25857143,Graduate
14.28625,13.26,Graduate
12.3,13.26666667,Dropout
13.26666667,13.26666667,Graduate
14.47142857,13.27142857,Graduate
12.94375,13.27166667,Graduate
13,13.27272727,Graduate
13.27625,13.27625,Graduate
11.6,13.28571429,Dropout
11.8,13.28571429,Graduate
12,13.28571429,Dropout
12.14285714,13.28571429,Enrolled
12.5,13.28571429,Dropout
12.875,13.28571429,Graduate
13,13.28571429,Graduate
13,13.28571429,Graduate
13.28571429,13.28571429,Graduate
13.33333333,13.28571429,Graduate
13.8,13.28571429,Graduate
14.33333333,13.28571429,Graduate
14.42857143,13.28571429,Graduate
14.6,13.28571429,Enrolled
14.8,13.28571429,Dropout
13.29,13.29,Enrolled
13.29166667,13.29166667,Graduate
14.11428571,13.29666667,Graduate
13.29714286,13.29714286,Graduate
13.3,13.3,Graduate
13.72727273,13.3,Graduate
14.345,13.3,Graduate
15.125,13.3,Graduate
14.545,13.30625,Graduate
12.81818182,13.30769231,Enrolled
12.55,13.30857143,Graduate
13.31,13.31,Graduate
15.6375,13.3125,Graduate
12.575,13.31428571,Graduate
12.875,13.31428571,Graduate
13.31428571,13.31428571,Graduate
13.31428571,13.31428571,Graduate
13.32714286,13.32714286,Dropout
13.32857143,13.32857143,Graduate
13.33142857,13.33142857,Graduate
10.75,13.33333333,Dropout
11,13.33333333,Dropout
11.4,13.33333333,Enrolled
11.5,13.33333333,Graduate
11.6,13.33333333,Dropout
11.8,13.33333333,Graduate
11.83333333,13.33333333,Graduate
12,13.33333333,Graduate
12.2,13.33333333,Enrolled
12.27272727,13.33333333,Graduate
12.33333333,13.33333333,Graduate
12.4,13.33333333,Graduate
12.5,13.33333333,Dropout
12.54545455,13.33333333,Graduate
12.57142857,13.33333333,Graduate
12.66666667,13.33333333,Dropout
12.66666667,13.33333333,Graduate
12.75,13.33333333,Graduate
12.75,13.33333333,Enrolled
12.8,13.33333333,Graduate
12.8,13.33333333,Graduate
12.8,13.33333333,Dropout
12.81818182,13.33333333,Enrolled
12.875,13.33333333,Dropout
13,13.33333333,Enrolled
13,13.33333333,Graduate
13.11111111,13.33333333,Enrolled
13.16666667,13.33333333,Graduate
13.2,13.33333333,Graduate
13.2,13.33333333,Graduate
13.28571429,13.33333333,Graduate
13.33333333,13.33333333,Graduate
13.33333333,13.33333333,Graduate
13.375,13.33333333,Graduate
13.4,13.33333333,Graduate
13.5,13.33333333,Dropout
13.5,13.33333333,Graduate
13.5,13.33333333,Graduate
13.57142857,13.33333333,Graduate
13.6,13.33333333,Graduate
13.66666667,13.33333333,Graduate
13.8,13.33333333,Graduate
14,13.33333333,Enrolled
14,13.33333333,Graduate
14,13.33333333,Graduate
14.16666667,13.33333333,Graduate
14.16666667,13.33333333,Graduate
14.5,13.33333333,Graduate
14.5,13.33333333,Graduate
