Marital status,Daytime/evening attendance,Previous qualification,Nationality,Mother qualification,Father qualification,Tuition fees up to date,Gender,Scholarship holder,International,Age at enrollment,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Target
1,1,1,1,5,3,1,0,0,0,18,0.0,0.0,Graduate
1,1,1,1,23,28,1,0,1,0,19,0.0,10.0,Dropout
1,1,1,1,23,1,1,0,1,0,20,13.766666666666666,13.744444444444444,Dropout
1,1,1,1,12,13,0,0,0,0,18,12.758333333333333,12.758333333333333,Dropout
1,1,1,1,13,14,1,0,1,0,19,0.0,0.0,Dropout
1,1,1,1,13,1,1,0,0,0,18,12.666666666666666,13.25,Graduate
1,1,1,1,13,27,1,0,0,0,18,12.0,12.75,Enrolled
1,1,1,1,1,27,1,0,1,0,19,12.25,12.0,Graduate
1,1,1,1,13,27,1,0,0,0,20,11.333333333333334,12.2,Graduate
1,1,1,1,1,1,1,0,1,0,19,13.507142857142856,13.05,Graduate
1,1,1,1,13,28,1,0,0,0,18,13.614285714285714,13.614285714285714,Graduate
1,1,1,1,13,1,1,0,0,0,25,0.0,0.0,Dropout
1,1,1,1,22,27,0,0,0,0,18,11.5,12.166666666666666,Graduate
1,1,1,1,23,14,1,0,0,0,19,12.333333333333334,12.5,Graduate
1,1,1,1,13,28,1,0,1,0,19,11.971428571428572,14.4375,Graduate
1,1,1,1,13,14,0,0,1,0,20,13.0,11.5,Dropout
1,1,1,1,1,1,1,0,0,0,18,12.385714285714286,12.728571428571428,Enrolled
1,1,1,1,23,27,1,0,0,0,20,13.5,11.285714285714286,Graduate
1,1,1,1,1,1,1,0,0,0,21,12.166666666666666,13.285714285714286,Graduate
1,1,1,1,3,1,1,0,0,0,19,0.0,0.0,Graduate
2,0,9,1,22,27,1,0,0,0,42,11.666666666666666,13.666666666666666,Graduate
1,1,1,1,3,3,0,0,0,0,18,12.4,14.166666666666666,Enrolled
1,1,1,1,22,27,1,0,1,0,19,13.4,12.833333333333334,Graduate
1,1,1,1,23,14,1,0,0,0,18,12.0,12.5,Graduate
1,1,1,1,13,14,1,0,0,0,21,14.2,14.8,Graduate
1,1,1,1,23,27,1,0,1,0,20,12.125,14.428571428571429,Graduate
1,1,1,1,1,14,1,0,0,0,20,13.857142857142858,13.285714285714286,Graduate
1,1,14,1,3,1,1,0,0,0,21,11.75,12.333333333333334,Enrolled
1,1,1,1,23,27,1,0,0,0,19,14.283333333333337,13.125555555555556,Graduate
1,1,1,1,1,14,1,0,0,0,21,13.272727272727272,13.0,Graduate
1,1,1,1,23,14,1,0,0,0,19,14.666666666666666,15.142857142857142,Graduate
1,1,1,1,13,14,1,0,1,0,19,15.114999999999998,15.092,Graduate
1,1,1,1,1,1,1,0,0,0,18,0.0,0.0,Enrolled
1,1,14,1,22,14,1,0,0,0,22,15.0,13.142857142857142,Graduate
1,1,1,1,3,1,1,0,0,0,21,13.2,14.333333333333334,Graduate
1,1,1,1,22,27,1,0,1,0,18,11.0,10.333333333333334,Dropout
1,1,1,1,1,3,1,0,1,0,20,14.565714285714288,14.565714285714288,Graduate
1,1,1,1,19,27,0,0,0,0,18,12.0,10.75,Dropout
1,1,1,1,13,27,1,0,0,0,20,0.0,0.0,Dropout
1,1,1,1,1,1,1,0,0,0,23,13.796666666666669,13.775,Graduate
1,1,1,1,1,1,1,0,0,0,18,14.833333333333334,15.333333333333334,Graduate
1,1,14,1,1,1,1,0,0,0,20,12.833333333333334,13.833333333333334,Graduate
1,1,1,1,23,27,1,0,1,0,18,14.962857142857144,14.962857142857144,Graduate
1,1,1,1,23,28,1,0,0,0,20,12.0,11.2,Graduate
1,1,1,1,1,3,1,0,0,0,18,12.4,12.8,Graduate
1,1,1,1,3,3,1,0,0,0,20,15.571428571428571,17.166666666666668,Graduate
1,1,1,1,1,1,1,0,0,0,19,13.714285714285714,13.714285714285714,Graduate
1,1,14,1,1,14,1,0,0,0,21,13.142857142857142,12.166666666666666,Graduate
2,1,17,1,22,1,1,0,0,0,33,15.0,11.0,Graduate
1,1,1,1,10,2,0,0,0,0,24,13.0,0.0,Dropout
1,1,1,1,1,28,1,0,1,0,20,12.0,12.75,Graduate
1,1,1,1,13,28,1,0,0,0,18,0.0,0.0,Graduate
1,1,1,1,1,1,1,0,0,0,18,15.166666666666666,14.166666666666666,Graduate
1,0,6,1,19,24,1,0,0,0,29,12.0,10.5,Dropout
1,1,1,1,1,1,1,0,0,0,18,13.642857142857142,14.772727272727272,Graduate
1,1,1,1,23,27,1,0,0,0,19,12.666666666666666,12.714285714285714,Graduate
1,1,1,1,23,28,1,0,0,0,19,0.0,0.0,Dropout
1,1,1,1,13,14,1,0,1,0,18,10.8,10.5,Graduate
1,1,1,1,13,14,1,0,1,0,19,14.25,13.063636363636364,Graduate
1,1,1,1,22,14,1,0,0,0,20,12.153846153846152,12.9,Dropout
1,1,1,1,2,1,1,0,0,0,19,11.5,10.5,Enrolled
1,1,1,1,13,14,1,0,1,0,19,12.25,12.333333333333334,Graduate
1,1,1,1,13,27,1,0,1,0,18,12.0,11.142857142857142,Enrolled
1,1,1,1,13,28,1,0,1,0,18,13.40375,13.40375,Graduate
1,1,1,1,3,1,1,0,1,0,19,11.333333333333334,12.666666666666666,Graduate
1,1,1,1,1,1,1,1,0,0,20,12.2,12.333333333333334,Dropout
1,1,1,1,22,27,1,1,1,0,18,0.0,0.0,Enrolled
1,1,1,1,4,14,1,1,0,0,18,0.0,0.0,Dropout
1,1,1,1,3,1,0,1,0,0,35,16.166666666666668,16.0,Dropout
1,1,1,1,13,28,1,1,0,0,18,11.0,11.0,Enrolled
1,1,1,1,22,14,1,1,1,0,19,0.0,0.0,Graduate
1,1,1,1,23,14,1,1,1,0,19,12.0,12.285714285714286,Enrolled
1,1,1,1,1,28,1,1,0,0,20,10.5,12.25,Enrolled
1,1,1,1,1,1,1,1,0,0,19,11.666666666666666,10.333333333333334,Enrolled
1,1,1,1,23,28,1,1,0,0,19,11.0,10.0,Dropout
1,1,1,1,1,1,1,1,0,0,24,0.0,0.0,Dropout
1,0,1,1,22,27,0,1,0,0,29,12.5,0.0,Dropout
1,1,1,1,23,3,1,1,0,0,24,11.294444444444444,12.6,Graduate
1,1,1,1,13,28,1,1,0,0,19,11.2,12.5,Graduate
2,1,3,1,13,14,1,1,0,0,37,0.0,0.0,Dropout
1,1,1,1,1,1,1,1,0,0,18,13.2,11.8,Graduate
1,1,14,1,1,1,1,1,1,0,20,14.142857142857142,14.125,Enrolled
1,1,1,1,24,29,0,1,0,0,18,0.0,0.0,Dropout
1,1,1,1,22,14,1,1,0,0,22,0.0,13.333333333333334,Enrolled
1,1,1,1,23,28,1,1,1,0,22,12.333333333333334,10.571428571428571,Enrolled
1,1,1,1,1,28,0,1,0,0,18,0.0,0.0,Dropout
1,1,1,1,1,1,1,1,0,0,18,13.1,13.1,Graduate
1,1,1,1,22,27,1,1,0,0,19,13.5,13.166666666666666,Graduate
1,1,1,1,23,14,1,1,0,0,19,10.2,12.0,Enrolled
1,1,1,1,13,28,1,1,0,0,19,11.571428571428571,13.0,Dropout
1,1,14,1,13,14,1,1,0,0,21,15.285714285714286,15.166666666666666,Graduate
1,1,1,1,3,1,1,1,0,0,19,12.6,11.0,Enrolled
1,1,1,1,3,3,1,1,0,0,18,13.433333333333332,13.6,Graduate
1,1,1,1,13,14,1,1,0,0,19,11.6,11.0,Dropout
1,1,17,1,13,1,1,1,0,0,25,14.666666666666666,13.5,Graduate
1,1,1,1,22,1,1,1,0,0,22,14.666666666666666,14.666666666666666,Graduate
1,1,1,1,1,1,1,1,0,0,24,12.742857142857144,12.742857142857144,Graduate
1,1,1,1,1,3,1,1,0,0,19,11.975,13.12857142857143,Graduate
1,1,1,1,3,1,1,1,0,0,18,12.25,11.666666666666666,Enrolled
1,1,1,1,23,27,0,1,0,0,20,0.0,0.0,Dropout
1,1,1,1,13,14,1,1,1,0,19,14.935714285714283,14.935714285714283,Graduate
1,1,1,1,22,27,1,1,0,0,19,10.5,10.0,Dropout
1,1,1,1,3,3,1,1,0,0,19,13.333333333333334,13.0,Graduate
1,1,1,1,22,27,1,1,0,0,23,0.0,0.0,Dropout
2,1,1,1,22,28,1,1,0,0,47,13.8,14.0,Dropout
1,1,1,1,1,1,1,1,0,0,19,11.833333333333334,10.75,Graduate
1,1,1,1,1,28,1,1,0,0,19,0.0,0.0,Graduate
1,1,1,1,3,3,1,1,0,0,18,0.0,0.0,Dropout
1,1,1,1,1,3,1,1,0,0,28,10.0,0.0,Dropout
1,1,6,1,19,24,1,1,0,0,20,11.5,11.666666666666666,Dropout
1,1,1,1,13,14,1,1,1,0,18,10.666666666666666,12.0,Enrolled
1,1,1,1,13,14,1,1,1,0,21,0.0,0.0,Graduate
1,1,1,1,23,14,1,1,0,0,19,12.75,13.0,Enrolled
1,1,12,1,23,27,0,1,0,0,24,0.0,0.0,Dropout
1,1,1,1,13,1,1,1,0,0,24,11.333333333333334,11.333333333333334,Enrolled
1,1,9,1,23,14,0,1,0,0,25,0.0,0.0,Enrolled
1,1,1,1,3,1,1,1,0,0,28,13.0,12.2,Graduate
2,0,1,1,22,27,1,1,0,0,37,10.75,11.333333333333334,Enrolled
1,1,1,1,1,28,1,1,0,0,19,12.0,10.5,Enrolled
1,1,1,1,23,27,1,1,1,0,18,13.462857142857144,13.90625,Graduate
1,1,12,1,22,27,1,1,0,0,48,10.0,10.0,Dropout
1,1,1,1,22,27,1,1,0,0,21,12.333333333333334,13.666666666666666,Graduate
1,1,1,1,1,1,1,1,1,0,19,12.528571428571428,12.416666666666666,Enrolled
1,1,1,1,13,1,1,1,1,0,21,0.0,0.0,Enrolled
1,1,1,1,22,10,0,1,0,0,23,0.0,0.0,Dropout
1,1,1,1,1,1,1,1,0,0,18,13.6,13.25,Graduate
1,1,14,1,1,1,1,1,0,0,22,12.333333333333334,14.0,Dropout
1,1,1,1,13,27,1,1,0,0,25,11.454545454545457,12.25,Dropout
1,1,15,1,5,3,1,1,0,0,27,13.5,14.4,Dropout
1,1,9,1,19,24,0,1,0,0,49,0.0,0.0,Dropout
1,0,1,1,13,27,0,1,0,0,31,11.0,0.0,Dropout
1,1,1,1,22,27,1,1,0,0,54,13.714285714285714,14.333333333333334,Dropout
1,1,15,1,23,27,0,1,0,0,25,12.363636363636363,12.25,Dropout
1,1,14,1,5,3,1,1,0,0,20,10.666666666666666,11.5,Enrolled
1,1,3,1,4,4,1,1,0,0,28,12.0,12.666666666666666,Dropout
2,0,12,1,22,27,1,1,0,0,41,12.857142857142858,13.166666666666666,Graduate
1,1,1,1,1,14,1,1,1,0,19,13.125,12.714285714285714,Enrolled
1,1,1,1,1,1,1,1,0,0,22,0.0,11.5,Dropout
1,1,1,1,2,1,1,1,0,0,34,13.5,0.0,Dropout
1,1,1,1,23,28,0,1,0,0,28,15.090909090909092,15.0,Dropout
1,1,1,1,22,27,1,1,0,0,42,12.4,11.8,Enrolled
1,1,1,1,1,14,0,1,0,0,21,14.0,14.8,Enrolled
1,1,3,1,24,29,1,1,0,0,50,13.5,13.0,Dropout
1,1,1,1,3,1,1,1,0,0,19,0.0,0.0,Dropout
1,1,1,1,3,4,1,1,0,0,18,12.65,10.666666666666666,Dropout
2,0,1,1,22,27,1,1,0,0,59,0.0,0.0,Dropout
2,0,3,1,19,24,0,1,0,0,33,0.0,0.0,Dropout
1,1,1,1,22,28,1,1,1,0,23,13.333333333333334,12.8,Graduate
2,0,12,1,22,1,1,1,0,0,44,11.333333333333334,11.142857142857142,Dropout
2,0,1,1,19,24,1,1,0,0,37,0.0,0.0,Dropout
2,1,12,1,22,27,1,1,0,0,36,0.0,0.0,Dropout
1,0,1,1,1,3,0,1,0,0,22,11.666666666666666,10.5,Dropout
2,0,12,1,22,27,1,1,0,0,49,12.166666666666666,14.428571428571429,Graduate
1,1,1,1,1,32,1,1,0,0,23,13.333333333333334,12.75,Graduate
1,1,1,1,1,1,1,1,0,0,19,11.4,11.0,Enrolled
2,0,1,1,22,27,1,1,0,0,47,12.142857142857142,0.0,Dropout
1,1,1,1,1,2,1,1,0,0,28,13.058823529411764,12.307692307692308,Graduate
1,1,14,1,1,28,1,1,0,0,21,11.75,10.5,Enrolled
1,1,1,1,23,1,0,1,0,0,21,11.833333333333334,10.0,Dropout
1,1,14,1,2,1,1,1,0,0,21,12.4,11.8,Graduate
1,1,1,1,13,28,1,1,0,0,20,13.428571428571429,11.5,Enrolled
2,1,1,1,22,27,0,1,0,0,49,0.0,0.0,Dropout
1,0,1,1,13,27,1,1,0,0,40,11.0,13.4,Graduate
1,1,1,1,1,1,1,1,1,0,22,13.625,14.428571428571429,Graduate
1,1,1,1,1,27,1,1,0,0,19,11.8,11.5,Enrolled
1,0,1,1,3,28,1,1,0,0,31,0.0,0.0,Dropout
1,1,1,1,5,5,1,1,0,0,30,15.0,13.5,Dropout
1,1,1,1,22,27,1,1,0,0,19,10.8,11.0,Graduate
1,1,1,1,19,24,1,1,0,0,22,13.666666666666666,11.333333333333334,Dropout
1,1,1,1,13,27,1,1,0,0,19,12.833333333333334,13.333333333333334,Graduate
1,1,1,1,1,27,0,1,0,0,21,0.0,0.0,Dropout
1,1,1,1,1,28,1,1,0,0,19,15.125,13.428571428571429,Graduate
1,1,1,1,1,14,1,1,0,0,22,0.0,10.0,Dropout
1,1,1,1,4,5,1,1,0,0,22,11.4,11.0,Graduate
1,1,1,1,1,1,1,1,0,0,19,12.25,11.0,Graduate
1,1,14,1,1,1,0,1,0,0,26,0.0,0.0,Dropout
1,1,14,1,5,31,1,1,0,0,23,14.0,14.0,Enrolled
1,1,1,1,13,14,1,1,0,0,18,12.333333333333334,10.8,Enrolled
1,1,1,1,22,27,1,1,1,0,22,10.666666666666666,11.0,Enrolled
1,1,1,1,3,2,1,1,0,0,19,11.833333333333334,14.714285714285714,Enrolled
1,1,1,1,1,14,1,1,0,0,20,0.0,0.0,Dropout
1,1,1,1,22,27,1,1,1,0,22,11.666666666666666,12.166666666666666,Enrolled
1,1,3,1,2,28,0,1,0,0,18,13.0,0.0,Dropout
4,0,13,1,3,1,1,1,0,0,39,0.0,0.0,Dropout
1,1,1,1,13,1,1,1,0,0,18,0.0,0.0,Dropout
1,1,1,1,1,28,1,1,1,0,18,13.0,14.2,Graduate
1,1,1,1,13,28,1,1,1,0,19,13.857142857142858,14.0,Graduate
1,1,1,1,1,14,1,1,0,0,18,13.391666666666666,12.4875,Graduate
1,1,1,1,19,14,1,1,1,0,18,12.75,0.0,Dropout
1,1,14,1,22,27,1,1,0,0,22,14.5,14.6,Graduate
1,1,1,1,1,1,1,1,0,0,19,12.166666666666666,12.166666666666666,Graduate
1,1,1,1,13,27,1,1,0,0,18,15.4,15.6,Dropout
1,1,12,1,1,1,0,1,0,0,31,13.333333333333334,16.0,Dropout
1,0,1,1,3,1,1,1,0,0,28,0.0,0.0,Dropout
1,1,1,1,1,1,1,1,0,0,19,0.0,0.0,Dropout
1,1,1,1,1,1,1,1,0,0,20,13.714285714285714,14.714285714285714,Graduate
4,1,1,1,13,3,1,1,0,0,50,12.25,0.0,Dropout
1,1,1,1,1,2,1,1,0,0,38,16.0,16.5,Enrolled
2,0,1,1,22,27,1,1,0,0,31,11.0,13.0,Dropout
1,1,1,1,1,27,1,1,0,0,27,14.085714285714284,14.085714285714284,Enrolled
1,1,1,1,1,3,1,1,0,0,21,10.166666666666666,10.5,Graduate
2,1,1,1,22,27,1,1,0,0,34,10.0,0.0,Dropout
1,1,1,1,2,27,1,1,0,0,19,0.0,10.0,Enrolled
2,0,1,1,22,27,0,1,0,0,40,10.5,10.666666666666666,Dropout
1,1,1,1,23,14,1,1,1,0,18,0.0,0.0,Graduate
2,1,9,1,22,28,0,1,1,0,46,0.0,0.0,Dropout
1,0,1,1,19,24,1,1,0,0,37,0.0,0.0,Dropout
1,1,1,1,13,27,1,1,0,0,31,0.0,0.0,Dropout
1,1,1,1,1,14,1,1,0,0,34,13.333333333333334,12.4,Graduate
1,1,1,1,8,8,1,1,1,0,18,0.0,0.0,Dropout
1,1,1,1,23,27,1,1,1,0,18,13.571428571428571,14.333333333333334,Graduate
1,1,1,1,1,1,1,1,1,0,19,12.833333333333334,11.166666666666666,Graduate
1,0,1,1,22,14,1,1,0,0,40,10.25,11.2,Dropout
1,1,1,1,1,28,1,1,0,0,25,0.0,0.0,Dropout
1,1,1,1,23,28,1,1,0,0,20,14.5,13.333333333333334,Dropout
1,1,1,1,13,14,1,1,0,0,20,15.8,13.714285714285714,Enrolled
1,1,1,1,22,27,0,1,0,0,43,0.0,0.0,Dropout
1,1,1,1,22,14,1,1,0,0,18,12.5,14.666666666666666,Enrolled
1,1,1,1,2,4,1,1,0,0,35,11.666666666666666,11.5,Graduate
1,0,1,1,22,14,1,1,0,0,23,13.0,13.0,Graduate
1,1,1,1,3,3,1,1,0,0,19,12.12142857142857,11.50625,Graduate
1,1,16,1,1,14,1,1,1,0,21,14.22222222222222,13.75,Graduate
1,1,1,1,3,14,1,1,0,0,19,12.5,13.25,Enrolled
1,1,1,1,1,1,1,1,0,0,20,12.166666666666666,15.285714285714286,Graduate
1,1,1,1,13,14,1,1,1,0,30,0.0,0.0,Dropout
4,1,1,1,22,14,1,1,0,0,44,12.666666666666666,11.5,Graduate
1,1,1,1,13,3,1,1,0,0,19,13.614285714285714,13.614285714285714,Graduate
1,1,14,1,2,1,1,1,0,0,22,12.857142857142858,14.3,Graduate
1,1,1,1,3,3,1,1,0,0,18,14.0,14.2,Graduate
1,1,1,1,22,27,1,1,1,0,21,14.75,11.8,Graduate
1,1,1,1,22,14,1,1,0,0,18,0.0,0.0,Dropout
1,1,1,1,3,1,1,1,0,0,18,13.625,14.285714285714286,Graduate
1,1,1,1,1,1,1,1,0,0,19,0.0,0.0,Graduate
1,1,14,1,1,28,1,1,0,0,21,11.8,11.875,Dropout
1,1,1,1,3,3,1,1,0,0,31,15.125,14.6,Graduate
1,1,1,1,1,1,1,1,0,0,21,11.5,10.5,Dropout
1,1,1,1,13,14,1,1,0,0,24,10.0,11.0,Enrolled
1,1,1,1,13,6,1,1,0,0,27,0.0,0.0,Dropout
1,1,1,1,13,14,1,1,0,0,20,10.333333333333334,12.8,Graduate
1,1,14,1,1,14,1,1,0,0,22,0.0,11.666666666666666,Enrolled
1,1,1,1,13,14,1,1,1,0,19,12.0,12.5,Enrolled
1,1,1,1,1,1,1,1,0,0,19,13.833333333333334,14.5,Graduate
1,1,1,1,1,1,1,1,0,0,23,12.153846153846152,11.909090909090908,Enrolled
1,1,1,1,10,10,1,1,0,0,18,14.0,13.666666666666666,Graduate
1,1,1,1,3,2,0,1,0,0,29,16.5,13.8,Enrolled
1,1,1,1,1,14,1,1,0,0,29,18.0,13.333333333333334,Dropout
1,1,1,1,1,1,1,1,0,0,20,11.285714285714286,11.77777777777778,Enrolled
1,1,1,1,13,3,1,1,1,0,19,0.0,0.0,Graduate
1,1,1,1,3,29,1,1,0,0,22,0.0,0.0,Enrolled
1,1,1,1,3,1,1,1,0,0,20,14.0,12.0,Enrolled
1,1,1,1,13,14,1,1,0,0,24,13.75,12.0,Enrolled
1,1,1,1,22,27,0,1,0,0,21,13.25,11.0,Dropout
1,1,1,1,22,1,1,1,1,0,25,14.25,14.75,Graduate
1,1,1,1,22,27,0,1,0,0,32,0.0,0.0,Dropout
1,0,1,1,3,4,0,1,0,0,26,11.25,11.333333333333334,Dropout
1,1,1,1,2,27,1,1,1,0,18,13.5,12.5,Graduate
1,1,1,1,1,14,1,1,1,0,19,12.666666666666666,12.857142857142858,Graduate
1,1,1,1,13,28,1,1,1,0,19,15.166666666666666,12.333333333333334,Graduate
1,1,15,1,1,1,1,1,0,0,27,13.166666666666666,15.142857142857142,Dropout
1,1,1,1,13,1,1,1,0,0,21,11.8,11.444444444444445,Enrolled
1,1,1,1,13,1,1,1,0,0,20,11.5,0.0,Enrolled
1,1,14,1,13,28,1,1,0,0,21,14.5,11.333333333333334,Graduate
1,1,1,1,22,3,1,1,0,0,22,13.4,10.666666666666666,Enrolled
1,1,1,1,1,28,0,1,0,0,19,0.0,0.0,Graduate
1,1,1,1,23,14,1,1,1,0,18,10.8,12.5,Dropout
1,1,1,1,13,1,1,1,0,0,28,0.0,0.0,Dropout
2,1,1,1,1,27,0,1,0,0,25,11.428571428571429,12.0,Dropout
1,1,1,1,22,1,1,1,0,0,25,12.5,11.6,Dropout
1,1,1,1,23,14,1,1,0,0,18,13.5,12.333333333333334,Enrolled
1,1,1,1,4,14,1,1,0,0,26,0.0,0.0,Dropout
1,1,1,1,22,27,1,1,1,0,18,12.75,11.5,Graduate
1,1,1,1,13,28,1,1,0,0,22,11.333333333333334,12.333333333333334,Enrolled
1,1,1,1,1,3,1,1,0,0,25,0.0,0.0,Dropout
1,1,1,1,3,1,1,1,0,0,19,11.4,12.4,Enrolled
1,1,1,1,3,14,1,1,0,0,19,14.428571428571429,14.571428571428571,Graduate
1,1,1,1,1,1,1,1,0,0,19,12.492857142857144,11.7125,Graduate
4,0,12,1,1,27,1,1,0,0,45,11.5,11.0,Dropout
2,0,1,1,22,27,1,1,0,0,52,11.2,12.8,Graduate
1,1,1,1,13,14,0,1,0,0,20,12.0,11.0,Dropout
1,1,1,1,23,27,1,1,0,0,19,15.885714285714286,15.885714285714286,Graduate
1,1,1,1,1,28,0,1,0,0,21,12.94,11.58,Dropout
2,0,1,1,22,27,0,1,0,0,35,14.0,14.166666666666666,Graduate
2,1,9,1,22,27,1,1,0,0,36,0.0,0.0,Graduate
4,1,12,1,22,28,0,1,0,0,47,0.0,0.0,Dropout
1,0,1,1,28,30,1,1,0,0,22,0.0,0.0,Dropout
2,0,1,1,22,27,1,1,0,0,41,11.25,11.0,Dropout
1,1,3,1,19,24,1,1,0,0,26,0.0,0.0,Dropout
2,0,1,1,19,24,0,0,0,0,51,11.25,0.0,Dropout
2,0,1,1,22,27,1,0,0,0,43,10.666666666666666,12.5,Enrolled
2,0,1,1,19,24,1,0,0,0,41,11.8,10.666666666666666,Graduate
1,1,1,1,19,27,1,1,0,0,23,11.625,11.181818181818182,Graduate
1,1,1,1,19,21,1,1,0,0,22,0.0,0.0,Dropout
1,1,1,1,22,27,1,1,1,0,25,10.25,11.25,Dropout
1,0,1,1,22,27,1,1,0,0,25,10.8,11.357142857142858,Graduate
1,1,16,1,1,14,0,1,1,0,22,12.545454545454543,12.666666666666666,Graduate
1,1,1,3,1,1,1,1,0,1,24,13.571428571428571,13.4,Enrolled
1,1,2,1,23,28,1,1,0,0,47,0.0,0.0,Dropout
2,0,12,1,22,27,1,1,0,0,41,0.0,0.0,Dropout
1,1,1,1,22,27,1,1,0,0,43,14.77777777777778,12.2,Graduate
1,1,1,1,1,27,1,1,0,0,29,0.0,0.0,Dropout
1,1,1,1,22,27,1,1,0,0,30,0.0,0.0,Dropout
1,1,13,1,13,28,0,1,0,0,26,0.0,0.0,Dropout
1,0,1,1,13,28,0,1,0,0,27,0.0,0.0,Dropout
2,1,1,1,22,27,1,1,1,0,36,11.4,11.6,Graduate
1,1,12,1,1,14,1,1,0,0,29,11.666666666666666,10.857142857142858,Dropout
1,1,1,1,19,24,1,1,0,0,35,11.285714285714286,13.0,Dropout
1,1,1,1,23,28,1,1,1,0,18,11.5,12.6,Graduate
1,0,1,1,23,27,1,1,1,0,24,16.0,16.0,Graduate
1,1,1,1,23,28,1,1,1,0,18,12.5,12.666666666666666,Dropout
1,1,1,1,23,27,1,1,0,0,18,12.0,13.0,Enrolled
2,1,1,1,22,27,1,1,0,0,21,0.0,11.666666666666666,Enrolled
1,1,1,1,23,27,1,1,0,0,21,13.0,12.6,Graduate
1,1,1,1,1,3,1,1,0,0,32,13.714285714285714,12.083333333333334,Graduate
1,1,1,1,22,27,1,1,1,0,22,12.333333333333334,12.5,Dropout
1,1,3,1,1,28,0,1,0,0,32,12.727272727272728,12.7,Dropout
1,1,6,1,19,24,1,1,0,0,35,14.0,0.0,Dropout
1,1,1,1,1,28,0,1,0,0,23,0.0,0.0,Dropout
1,0,1,1,22,27,1,1,0,0,39,11.4,11.0,Enrolled
2,1,1,1,19,24,1,1,0,0,35,0.0,10.0,Dropout
2,1,3,1,3,14,1,1,0,0,32,18.875,17.692307692307693,Graduate
1,1,1,1,19,24,1,1,0,0,20,0.0,0.0,Dropout
1,1,1,1,22,27,1,1,0,0,34,11.333333333333334,12.6,Enrolled
1,0,15,1,22,27,1,1,0,0,44,13.5,16.2,Dropout
2,1,12,1,22,14,1,1,0,0,53,15.0,10.0,Graduate
1,1,12,1,22,27,0,1,0,0,28,0.0,0.0,Dropout
1,0,3,1,22,27,1,1,0,0,31,14.22222222222222,12.8,Dropout
1,1,1,1,1,28,0,1,0,0,18,0.0,0.0,Enrolled
1,1,1,1,1,3,0,1,0,0,44,12.0,0.0,Dropout
1,1,1,1,1,1,1,1,0,0,19,12.6,12.0,Graduate
1,1,1,12,1,1,1,1,0,1,21,15.083333333333334,13.083333333333334,Enrolled
1,1,1,1,3,14,1,1,1,0,18,0.0,0.0,Dropout
1,1,14,1,13,14,1,1,0,0,20,14.5,15.3,Graduate
1,1,1,1,22,27,1,1,0,0,55,14.5,13.5,Graduate
1,1,1,1,13,27,1,1,0,0,27,10.0,13.0,Enrolled
1,1,1,1,10,14,1,1,0,0,19,0.0,0.0,Dropout
1,1,1,1,13,27,1,1,0,0,18,11.6,13.2,Graduate
2,1,1,1,22,27,1,1,0,0,43,11.75,0.0,Dropout
1,1,1,1,13,14,1,1,0,0,18,0.0,0.0,Dropout
1,1,1,1,3,3,1,1,0,0,18,0.0,0.0,Dropout
1,1,1,1,22,28,1,1,1,0,20,0.0,0.0,Dropout
2,0,1,1,22,14,0,1,0,0,29,11.25,11.8,Dropout
1,1,12,1,22,27,1,1,0,0,44,11.571428571428571,0.0,Dropout
1,1,1,1,22,27,1,1,0,0,18,10.0,16.0,Enrolled
1,1,14,1,22,27,1,1,1,0,20,13.833333333333334,12.3,Enrolled
1,1,1,1,23,27,1,1,0,0,20,12.75,12.666666666666666,Dropout
2,1,1,1,22,27,1,1,0,0,36,0.0,0.0,Dropout
1,1,14,1,5,1,1,1,0,0,19,11.6,11.0,Enrolled
2,1,12,1,22,27,0,1,0,0,29,0.0,0.0,Dropout
1,1,1,1,1,1,1,1,0,0,18,11.25,10.333333333333334,Dropout
1,1,1,1,1,1,0,1,0,0,24,0.0,0.0,Dropout
1,1,1,1,3,14,1,1,0,0,20,14.333333333333334,15.0,Graduate
2,0,12,1,13,27,0,1,0,0,45,0.0,0.0,Dropout
1,1,1,1,23,27,1,1,1,0,28,13.5,13.5,Graduate
1,1,1,1,13,28,1,1,0,0,23,12.666666666666666,12.2,Enrolled
1,1,1,1,1,14,1,1,0,0,18,12.444285714285714,11.347142857142858,Graduate
1,1,1,1,13,14,1,1,0,0,23,10.666666666666666,11.333333333333334,Dropout
1,1,1,1,3,3,1,1,0,0,22,0.0,0.0,Enrolled
1,1,1,1,13,14,1,1,1,0,22,12.666666666666666,12.4,Graduate
1,0,9,1,22,28,1,1,0,0,33,13.2,14.833333333333334,Graduate
1,1,16,1,1,28,1,1,0,0,21,12.7,12.181818181818182,Graduate
2,1,1,1,22,27,1,1,0,0,45,14.833333333333334,14.8,Graduate
2,1,1,1,22,27,0,1,0,0,44,11.5,12.0,Dropout
4,1,1,1,13,14,1,1,0,0,42,0.0,0.0,Dropout
1,1,1,1,13,1,1,1,0,0,20,0.0,0.0,Dropout
1,1,1,1,13,28,1,1,0,0,20,12.666666666666666,12.5,Enrolled
1,1,1,1,1,28,1,1,1,0,20,14.714285714285714,12.5,Graduate
1,1,1,1,1,1,1,1,0,0,20,13.666666666666666,10.25,Enrolled
1,1,1,1,1,1,1,1,0,0,19,10.8,13.5,Enrolled
